reviewId;review;sentiment_classification;gender;location;date
5571;I dont get that many song skips;positive;male;Lisbon, Portugal;2012-07-19
5572;"As Borat would say, ""Very nice!"" but ads every other song and not being able to pick what songs I want and when is ""Not nice!"".";positive;male;Dublin, Ireland;2012-10-16
5573;I love using Spotify. The only issue I have is with the limited hours of audio books. I think if you have premium it should be unlimited.;positive;male;Buenos Aires, Argentina;2015-08-19
5574;i love it;positive;female;Hobart, Australia;2016-09-08
5575;good but to many ads;positive;male;Valencia, Spain;2012-06-13
5576;"plays music well, and has a very wide variety of music. after a while ""made for you"" playlists seem to have all the same songs on them. I HATE all the UI changes (""smart shuffle"", new + button where library button used to be is the worst update)";positive;female;Gold Coast, Australia;2016-04-30
5577;bro ek dikkat hai too much ads in new updates;positive;male;Cali, Colombia;2015-06-18
5578;it is 5 starts but the thing is for some reason I'm not able to listen to any music?like everytime I select a music it tells me that I have discovered a premium feature? can anyone please help me ?;positive;male;Boston, United States;2014-08-29
5579;you can include some feature like Google's song detection but better and show lyrics of downloaded songs when there is no connection;positive;male;Amsterdam, Netherlands;2012-02-16
5580;u cannot repeat a song;positive;female;Rio de Janeiro, Brazil;2015-11-08
5581;for the any time and beat;positive;female;Valparaíso, Chile;2015-12-25
5582;excellent;positive;male;Buenos Aires, Argentina;2015-09-07
5583;verry niceee;positive;male;Cancun, Mexico;2014-08-17
5584;Spotify is the Business (Paid) I need you guys to investigate why the app keeps closing on me whenever I select the bar at the bottom of my phone screen? I've fixed my settings and permissions. it nothing on my end. Its been a smooth listening experience for years with you guys I'.e had Spotify Duo for a few years now. Wasn't sure how to email or contact the dev team,but I wouldappreciat it if you guys would send out an update to fix this issue,maybe? Im seeing other reviews stating this too.;positive;male;Ottawa, Canada;2015-01-18
5585;useful;positive;male;Windhoek, Namibia;2014-01-14
5586;it's really good but when ever I try to play my Playlist when I press the green button it play a total different song then the on I have or when I press the song it only gets part of it so then I have to try to find the song but when I press it, it don't work the rest of it is good but can u do something about it please?;positive;male;Phuket, Thailand;2013-05-16
5587;"Pretty good! The shorts/videos stuff is obnoxious. Wish there were better social music sharing features and less garbage ""shorts"" content. Please don't try to be tiktok.";positive;male;Glasgow, United Kingdom;2012-11-08
5588;I love spotify, its my number one music app. lately it has been crashing alot and it won't load any songs, I've checked my phone for faults but every other app is working perfectly. please fix this issue!;positive;male;La Paz, Bolivia;2015-10-07
5589;all is good except shuffle mode which play the same songs everytime.;positive;female;Wellington, New Zealand;2016-08-12
5590;fist impression, really good but it plays my playlist NOT in order unless you have a trial or membership (which I'M NOT PAYING FOR because I can't), and it's hard to find songs that have titles that aren't in English (but that's probably a skill issue) very cool, but needs an update for the playlist thing :>;positive;male;Austin, United States;2014-12-29
5591;Op but not op;positive;male;Calgary, Canada;2014-07-18
5592;The widgets need a major design update or something. Then I'll give 5 stars...;positive;female;Port Moresby, Papua New Guinea;2016-05-07
5593;isn't it a little too brutal that a freemium user can't even play a song found by beatfind?;positive;male;Stockholm, Sweden;2012-01-06
5594;there's songs I didn't even listen to in my top songs 2022, pls fix (User: Дриппй <3);positive;male;Karachi, Pakistan;2013-05-06
5595;is good but it have ads and no real videos;positive;male;Durban, South Africa;2013-10-04
5596;song are so good and remix is on fire I love it so much can you pls aad some hindi remix in electrical guitar thanks;positive;male;Stockholm, Sweden;2011-12-11
5597;gud to use;positive;male;Accra, Ghana;2014-06-21
5598;decent enough, a bit over priced for American society being barely able to afford necessities considering your service is a luxury. thank you for the brief discount for music that has profited for so long.;positive;female;Queenstown, New Zealand;2016-08-23
5599;Spotify is the best;positive;female;Arequipa, Peru;2015-11-26
5600;ads are the problem nothing else ,Good;positive;male;Tijuana, Mexico;2014-07-19
5601;ok for songs;positive;male;Monterrey, Mexico;2015-04-12
5602;The would be better if it had LESS Ads;positive;female;São Paulo, Brazil;2015-11-04
5603;I've had this app for years and paid for the premium, but since the last update it doesn't automatically start playing when I'm driving and connected. I have to go into the app now and click play, which kind of defeats the hands free safety feature since I have to then pick up my phone, go into the app, and click play while driving. Before the update it would just automatically play where you left off as soon as you turned your radio system on. Hopefully there's an update to fix this soon.;positive;male;Singapore, Singapore;2013-02-17
5604;best app for music.....top notch recommendations even u get recommendation of many superb songs of many underrated singers.... only one thing i suggest to Spotify...pls song quality should be little bit better for free users...;positive;male;Busan, South Korea;2013-03-16
5605;Honestly a great app but if you don't have premium it can be one of the most annoying apps on google play. That is also why i cracked it and now i enjoy all the premium benefits without paying 8€.;positive;male;Denver, United States;2014-11-29
5606;I'm happy with what this app gives , my only problem is when I don't have internet or when internet is slow , it does not instantly load all the downloaded songs instead it waits for the internet to load those songs , only when I turn off the internet i am able to instantly load those downloaded songs .;positive;male;Jacksonville, United States;2015-04-08
5607;Very good. Just a bit expensive for premium and smart shuffle is pretty dumb since it keeps on reccomending tracks i dont like even if I say that I dont like it. That I added 1 slowed song doesn't mean i suddenly need to have my playlist full off it. The buttons and functions are pretty good and easy to navigate. i wish though you could make parts of your playlist a group like in the offline backup playlist. Very good app though. Only failed me once.;positive;male;Copenhagen, Denmark;2011-10-20
5608;ok;positive;female;Suva, Fiji;2016-03-16
5609;100 % music;positive;male;Frankfurt, Germany;2012-07-13
5610;nice songs but have too much adds;positive;male;Dar es Salaam, Tanzania;2014-06-06
5611;Give us an option to get rid of that bottom create button in the latest update. I don't use spotify to create all the time and keep hitting it instead of library. there was nothing wrong with the old layout of buttons;positive;male;San Diego, United States;2014-09-08
5612;good;positive;male;Budapest, Hungary;2011-10-27
5613;me gusta. pero no le doy 5 estrellas porque no tiene opcion de eliminar contenido q a lo mejor no te gusta. Pero que te metiste por ver y ahora te aparece.;positive;male;Lusaka, Zambia;2013-12-31
5614;nice app for listening song 👍;positive;male;Chicago, United States;2014-07-17
5615;"Your new update is really annoying and stupid. earlier when I played a song there were recommendations in queue and in that I had options of sorting with preference and also had the option of ""removing selected songs from recommendations"" but now I can't just can't remove any song form the queue which I don't like, then why the hell I'm paying for premium. have you lost a common sense of simple nature of like and dislike of music of us. this new update is really annoying.";positive;male;São Paulo, Brazil;2015-05-09
5616;this is a really good app but It takes kinda long for installing process;positive;female;Perth, Australia;2016-06-13
5617;suuuuuuuuuuuuu!!!!!! very nice app but I cut 1 star because it has ads;positive;male;Manchester, United Kingdom;2012-02-19
5618;The app keeps crashing and closing on my mobile, IQOO Neo 7.;positive;male;Manila, Philippines;2013-03-30
5619;Only good music app;positive;male;Quebec City, Canada;2014-07-06
5620;good;positive;male;Tokyo, Japan;2013-04-13
5621;I want Spotify premium for freee;positive;male;Casablanca, Morocco;2013-12-14
5622;cool music;positive;female;Hobart, Australia;2016-11-09
5623;mind relief;positive;male;Vienna, Austria;2012-01-28
5624;it's a really a good App but just there is one thing that is they don't repeat song Once a day;positive;female;Perth, Australia;2016-08-01
5625;why not;positive;male;Dallas, United States;2015-03-27
5626;cool;positive;male;Alexandria, Egypt;2014-05-11
5627;vary nice;positive;male;Addis Ababa, Ethiopia;2014-03-08
5628;great to use!;positive;male;Boston, United States;2014-09-02
5629;remove the create thing on the navigation bar;positive;male;Guangzhou, China;2013-04-16
5630;i love spotify soo much 💓!! i always listen songs in my free time and vibe all alone😅😁 !! its sooo like my emotions rn 👌❤️!! it just completely changed my life fr ngl ..🌏️🎀 but rn i can't listen songs in it cus i hsve to pay for listening song soo i give it a 4 star rating 💐!! love it !!😊💗;positive;male;Lisbon, Portugal;2012-09-01
5631;brilliant music app;positive;male;Los Angeles, United States;2014-12-26
5632;It's amazing.;positive;female;Canberra, Australia;2016-11-21
5633;yall are good but common you charging us for skips;positive;male;Tunis, Tunisia;2014-06-14
5634;Of late my spotify just randomly stops or switch songs on its own and I can't open the app without an internet connection And I think when we download songs it'd be cool if they're lyrics too;positive;male;Los Angeles, United States;2015-04-02
5635;Wunderbar;positive;male;Kumasi, Ghana;2014-06-20
5636;good;positive;male;Dublin, Ireland;2012-10-25
5637;The very best. However, for the lyrics, could you add a function that lets one translate lyrics in foreign languages such as Korean to English language. That would be so helpful, thanks. I'll come back to give it a five star when this is implemented.;positive;male;Boston, United States;2014-10-10
5638;A very functional app with high quality music, also offers a good premium service, a bit expensive but worth it, the only thing i would recommend was adding a darker theme for the users that got a phone with an OLED screen.;positive;female;Melbourne, Australia;2016-09-25
5639;Good experience;positive;male;Santa Cruz, Bolivia;2015-05-12
5640;I have Spotify premium, and I love this app and I use it every day, but I've been having problems with it lately. it keeps playing the same genre of music over and over again. Even when I'm my sleep playlist, it plays rock music. I can't make it stop playing rock music no matter what. I play different playlists, and it plays songs that aren't even in the playlist. it done this before where it got stuck, just non-stop playing my gospel music. contemporary fix if you uninstall it and reinstall it.;positive;male;Warsaw, Poland;2011-12-04
5641;❤️;positive;male;Kuala Lumpur, Malaysia;2013-08-29
5642;the app is good but the ads are very annoying 😕;positive;male;Phoenix, United States;2015-01-22
5643;you can take the ads avay;positive;male;Dallas, United States;2014-09-18
5644;I rate 4 because non-premium users can play only some songs from their liked playlist;positive;male;Birmingham, United Kingdom;2012-05-29
5645;Great app. Been using this for more than 6 years. But I'd like to say that I absolutely hate the ad of horror show playing often. Other than that it's good.;positive;female;Nadi, Fiji;2016-08-15
5646;"dj / ai cuts off the beginning of songs. Just launched ""dj request "", press and hold button only skips song. No beep. No request.";positive;male;Windhoek, Namibia;2013-10-26
5647;plays great relaxing piano music to sleep to. But ads might stop sleep for not deep sleepers. also, ads take 2 songs to Reaper.;positive;male;Rio de Janeiro, Brazil;2015-07-21
5648;Hi, I love Spotify, but Im currently having a problem. I can open the app and start playing a song but then it wont let me expand the song so its full screen and I can look at the queue and stuff, everytime I try the app closes out. I've tried restarting my phone, reinstalling the app and signing in, making sure everything is updated, and clearing cache. I dont know what else to do. Can someone please help?;positive;female;Montevideo, Uruguay;2015-11-04
5649;just don't like spot adding to my Playlist;positive;male;Tokyo, Japan;2012-11-18
5650;good;positive;male;San Diego, United States;2015-03-17
5651;Just the best among the rest;positive;male;Alexandria, Egypt;2014-06-27
5652;it's a really good app.;positive;male;Vienna, Austria;2012-09-14
5653;I loved this app for awhile but after I used it seemed to go well but i played my playlist and it played previews of the song which pissed me off I will buy premium some time;positive;male;Valparaíso, Chile;2015-07-01
5654;lately my spotify has just been cutting off after a minute it's getting bad...help!!!!?..;positive;male;Monterrey, Mexico;2014-07-30
5655;Great App and music;positive;male;Singapore, Singapore;2012-11-20
5656;it's good but not all song has lyrics;positive;male;Kumasi, Ghana;2013-12-10
5657;Very Music app;positive;male;Seattle, United States;2015-04-20
5658;depression k time feeling;positive;female;Wellington, New Zealand;2016-12-01
5659;joy giver;positive;male;Jacksonville, United States;2014-08-14
5660;Great app. But recently it keep logging me out on its own and it takes for ever to re-login via email, and it's really annoying 😒;positive;female;Montevideo, Uruguay;2015-11-20
5661;Best music app so far!;positive;male;Beijing, China;2013-06-28
5662;It would be nice if Spotify let you put a bookmark sorta thing in a playlist. Otherwise this is a great app.;positive;male;Johannesburg, South Africa;2014-06-05
5663;As of now, I am only putting 4 stars because every time I try to open what's playing, the app crashes. Just started happening. I uninstalled, reinstalled, and it is still doing the same thing.;positive;female;Córdoba, Argentina;2016-02-06
5664;a very good but there are adds but awesome app;positive;female;Queenstown, New Zealand;2016-10-18
5665;Nice;positive;male;Athens, Greece;2012-09-14
5666;love the application. really good.;positive;female;Adelaide, Australia;2016-03-07
5667;best music ever;positive;female;Christchurch, New Zealand;2016-11-21
5668;mine is forceclosing every time;positive;male;Nairobi, Kenya;2014-02-10
5669;it's always been acceptable i have no real complaints ...;positive;male;Shanghai, China;2013-05-16
5670;this app is very good for headphones giving comfort when we are in line;positive;female;Adelaide, Australia;2016-07-01
5671;its an amazing app but when I use it once it works perfectly but when I open the app again it doesn't work and no matter how much I wait it wont turn on;positive;male;Phuket, Thailand;2012-12-01
5672;kinda glitchy and without premium it sucks but overall very good;positive;female;Perth, Australia;2016-11-21
5673;love Spotify;positive;male;Casablanca, Morocco;2013-11-09
5674;"not all songs are available plz review it i was searchig for Kishore Kumar ""humnasheen aake bohat dur jana ha"" but its not available on Spotify while its available on YouTube i m also a premium member so plz solve it";positive;male;Seville, Spain;2012-04-04
5675;"it's such a good app for listening to my favorite songs even though I get annoyed of the ads and the ""choose ur song tmmrw"" lol";positive;male;Milan, Italy;2012-06-27
5676;I have a premium account and wvwrything was going so well until each time i play spotify it keeps pausing i logged out of all my devices and connected on only one and cleared the cache , I had more than 1200+ songs downloaded i deleted some and re downloaded the rest and it still keeps pausing evwry like 2 mins;positive;male;Algiers, Algeria;2014-04-01
5677;it's full of every song you could think of;positive;male;Edinburgh, United Kingdom;2012-02-05
5678;Cool mix of songs 😃😁😁;positive;male;Bali, Indonesia;2013-01-31
5679;For some reason, even though it sometimes announces that it offers 30 minutes of ad-free playtime, it never lasts for 30 minutes and I get another ad within 10 minutes.;positive;female;Asunción, Paraguay;2015-11-22
5680;supper;positive;female;Arequipa, Peru;2015-11-04
5681;love this app, but whenever my premium goes out there are always too many ads;positive;female;Brasília, Brazil;2015-12-22
5682;"please remove the new ""create"" button on the right 😭 put it somewhere else, I'm used to going to my library and now it throws off my groove lol";positive;male;Lyon, France;2012-01-08
5683;Had it for a year and now It says spotify can't optimise with the latest version of Android and is always freezing Fix it fast;positive;male;Asunción, Paraguay;2015-09-29
5684;love it;positive;female;Brasília, Brazil;2015-12-14
5685;"Everything is great except the ""shuffle"" algorithm. It's like they're stuck on the same 50 songs.";positive;male;Budapest, Hungary;2011-11-12
5686;its greak but i wish it was a little cheaper;positive;male;Accra, Ghana;2013-10-21
5687;would be 5 stars but the amount of ads is crazy but still a good app;positive;female;Wellington, New Zealand;2016-04-03
5688;very nice 😭🤧👍;positive;female;Adelaide, Australia;2016-09-26
5689;falta colocar um temporizador para parar música que eu possa escolher o tempo e não usar o pré-definido pelo Spotify;positive;female;Suva, Fiji;2016-07-14
5690;love listening to all the songs I want dint like the add breaks tho need to change to hourly.;positive;male;Los Angeles, United States;2014-08-11
5691;Still learning how to use this app.;positive;male;Osaka, Japan;2013-05-20
5692;It automaticaly starts playing music when I connect to bluetooth, even when the app isn't even open. This is a terrible feature and needs to be removed immediately;positive;male;Chicago, United States;2014-10-30
5693;Best music platform but very buggy on Chromebook OS. Not loading half the time, I keep having to delete and redownload because when I start the app its a black screen with a gray bar on the side and it doesn't fix if I restart my laptop. Please fix soon.;positive;male;Vancouver, Canada;2014-11-11
5694;what people don't like about this app is probably the adds. but that dose not mean 2 stars when its free, has every song you like, and its so easy to use!;positive;male;Ottawa, Canada;2015-03-21
5695;it's a really good app. I just think it's annoying how they add random songs to my playlist;positive;male;Jacksonville, United States;2014-11-02
5696;I'm rating spotify a 4-5 Because there are a lot of ads that Don't relate to me , And it's very annoying because I get the same ones every single dayyy! By otherwise It's a great app.Thank you to whoever made it!!!! ❤️;positive;female;Wellington, New Zealand;2016-04-08
5697;amazing;positive;male;Cairo, Egypt;2013-09-18
5698;love music;positive;male;Manila, Philippines;2013-01-16
5699;superbbb;positive;male;Geneva, Switzerland;2011-11-21
5700;Edit: Upgrading to a 4 again because an update just happened and now everything is working fast and smoothly. maybe roll out updates more frequently because now I'm recognizing a pattern of slowness proceeding updates. so I will say the access to non-us bands is getting better however I'm not going to give a five-star rating because the compensation rate for artists is abysmal and this hurts a lot of the smaller/lesser known artists.;positive;male;Chennai, India;2012-12-25
5701;very good;positive;male;Madrid, Spain;2012-08-13
5702;it's a good to listen musice which can reduce strees and emotions;positive;male;Delhi, India;2013-01-05
5703;I get music once getting an account but the only problem is the amount of ads daily.;positive;female;Brisbane, Australia;2016-05-02
5704;supar;positive;male;Quito, Ecuador;2015-07-25
5705;♥️♥️;positive;male;Singapore, Singapore;2013-01-15
5706;nice 👍;positive;female;Santiago, Chile;2015-11-18
5707;best;positive;male;Mexico City, Mexico;2014-08-05
5708;I love using this app for the fact I have all audio types in one app, but, I wish the android version had an equalizer integrated into the app just like the apple version does.;positive;male;Mombasa, Kenya;2013-11-18
5709;Good app. May lack a bit of improvement in app functionability in Playlist selection but it meets the minimum needs to play music.;positive;male;Birmingham, United Kingdom;2012-11-05
5710;wonderful app, I don't like that you can't change the little bar thingy at the bottom.;positive;male;Shenzhen, China;2013-05-22
5711;The normal was good, but then they just took the good stuff and put it on premium. Still great though👍.;positive;male;Copenhagen, Denmark;2012-03-11
5712;amazing;positive;male;Kuala Lumpur, Malaysia;2012-12-27
5713;really great app only reason it isn't 5 stars is because of the occasional bugs;positive;male;Guadalajara, Mexico;2015-03-23
5714;love this app. Because I get to hear my music without all the damn commercials. here's to you Spotify ❤️;positive;male;Manila, Philippines;2013-08-06
5715;this is amazing 😍🤩;positive;female;Caracas, Venezuela;2016-01-08
5716;The best;positive;male;Washington DC, United States;2015-03-14
5717;I love this app but it kept pausing when I don't want it to hope this helps it has to much cussing in the songs;positive;male;Seattle, United States;2015-01-04
5718;Wonderful, has many artists to choose from, able to create personal playlists The only thing that would improve the app would be a lyric translator.;positive;male;Cape Town, South Africa;2013-12-15
5719;I love Spotify, and use it regularly, but I've had problem with it lately (Writing as of March 10th, 2025.) Whenever I try to open the app on my Chromebook, it doesn't open fully, and only shows me the outlines of where content normally is. Sometimes I'll have to shut down my device, or delete the app, redownload it, and then enter my information back into it. It's not too much of a problem, but it is a minor inconvenience that largely diminishes my use of the app.;positive;male;Mexico City, Mexico;2015-02-12
5720;it said in a ad that there will 30 minute uninterrupted song,there was not a single song without the 30 minute uninterrupted ads. Fix this soptify.;positive;female;Sydney, Australia;2016-04-21
5721;love the scope of music;positive;male;Jakarta, Indonesia;2013-05-23
5722;works well with premium. Otherwise, not all that good. However, the recommendations are terrible.;positive;male;Shenzhen, China;2013-07-21
5723;great app for streaming high quality music;positive;female;Queenstown, New Zealand;2016-03-02
5724;bro less adds please;positive;male;Austin, United States;2014-07-09
5725;pretty good if you ignore it's annoying ads.;positive;female;Perth, Australia;2016-07-22
5726;i would've rated this 5 stars but the app, spotify, just keeps on crashing on my ipad and i have to keep opening and closing the app for it to work. can you please tell me some possibilities on why the app keeps doing this? thank you and i hope this problem gets abolished.;positive;male;Budapest, Hungary;2012-10-01
5727;In the new update, playlist scrolls back to beginning when we lock and unlock screen.;positive;male;Hanoi, Vietnam;2012-11-22
5728;Just great;positive;female;Nadi, Fiji;2016-03-28
5729;super hero;positive;male;Amsterdam, Netherlands;2012-04-18
5730;I've been having a problem loading on Chromebook.;positive;male;Rabat, Morocco;2014-03-22
5731;having an issue with my spotify I chose a song and it plays but when I actually click song that's playing to open it wider it crashes;positive;female;La Paz, Bolivia;2016-02-14
5732;this is great;positive;male;Bogotá, Colombia;2015-05-15
5733;I get the songs I love;positive;male;Windhoek, Namibia;2014-03-04
5734;This app is alright but the ads come too frequently like after each song an ad comes out had it since 2023,ao please fix this 🙏;positive;male;Lyon, France;2012-08-20
5735;I like Spotify so much;positive;male;San Diego, United States;2014-08-18
5736;best music app;positive;female;Canberra, Australia;2016-11-20
5737;Very good, but sometimes, when I press on a song or playlist, it starts playing another song which i didn't choose. that's just a problem;positive;female;Santa Cruz, Bolivia;2015-12-11
5738;I love Spotify, there is just 1 problem I can't seem to play the snake game with my Spotify (it is updated) Please if ANYONE knows how to get it please let me know!;positive;male;Birmingham, United Kingdom;2012-01-25
5739;Go back to songs at least three times;positive;male;Salvador, Brazil;2015-06-16
5740;good;positive;female;Sydney, Australia;2016-10-30
5741;excellent, I would have rate 5 but I'm a old user of Spotify, and am upset after I lost the free access for Spotify after the updates..;positive;male;Brussels, Belgium;2012-10-12
5742;Great app. Minus one star because of the lack of basic music queue controls for non-premium users.;positive;female;Queenstown, New Zealand;2016-09-22
5743;Creates an interesting user experience and has great sound. Style choices that don't really benefit the user have been made but overall it's a good app at best. The sound absolutely carries for me.;positive;male;Lahore, Pakistan;2012-12-27
5744;Too much of excessive ads just because of payment of premium;positive;female;São Paulo, Brazil;2016-01-07
5745;over adds introbted to the listings songs;positive;male;Frankfurt, Germany;2012-07-21
5746;I love Spotify but I like how it was before when you could have just pick one particular song that you want and it will play ,.....now we have to play the whole album to listen to the song you want to listen to .......but I feel that problem is because of premium.;positive;male;Lagos, Nigeria;2014-06-10
5747;I pay for the app and I love it but when the latest update comes out every time I click the bottom of the screen above the search bar to my song that I'm playing it kicks me out of the app.;positive;male;Singapore, Singapore;2013-08-30
5748;the only problem is money;positive;male;Toronto, Canada;2015-04-01
5749;lots of advertisements...;positive;male;Marseille, France;2012-09-15
5750;ease of use. quality of streaming music could be better.;positive;male;Denver, United States;2014-10-12
5751;been a smooth experience since day one;positive;male;Prague, Czech Republic;2011-10-18
5752;Incredible;positive;male;Tripoli, Libya;2013-12-25
5753;not bad👍;positive;male;Harare, Zimbabwe;2014-06-13
5754;it's amazing and, easy to listen to music. my only problem is that it's not show the lyrics 🫤😮‍💨;positive;female;Cali, Colombia;2016-02-11
5755;I love this app but I hate the pop up which comes after every song . Also the ads which are nowadays too frequent.;positive;male;La Paz, Bolivia;2015-09-13
5756;better than pandora;positive;male;Madrid, Spain;2012-04-03
5757;Very good music and podcast applications, easy to create your favorite music, you can download it to your cell phone and then listen in office mode.;positive;male;Monterrey, Mexico;2015-01-05
5758;good but too expensive for music;positive;male;Jacksonville, United States;2015-03-12
5759;𝑰𝒕 𝒅𝒆𝒍𝒊𝒗𝒆𝒓𝒔 𝒂𝒍𝒍 𝒕𝒚𝒑𝒆𝒔 𝒐𝒇 𝒎𝒖𝒔𝒊𝒄 𝒊 𝒘𝒂𝒏𝒕 , 𝒆𝒗𝒆𝒏 𝒕𝒉𝒆 𝒎𝒖𝒔𝒊𝒄 𝒕𝒉𝒂𝒕 𝒊𝒔 𝒏𝒐𝒕 𝒐𝒑𝒆𝒏 𝒕𝒐 𝒐𝒕𝒉𝒆𝒓 𝒎𝒖𝒔𝒊𝒄 𝒓𝒆𝒍𝒂𝒕𝒆𝒅 𝒂𝒑𝒑𝒔 𝒐𝒓 𝒑𝒍𝒂𝒕𝒇𝒐𝒓𝒎𝒔.... 𝑺𝒑𝒐𝒕𝒊𝒇𝒚 𝒊𝒔 𝒕𝒉𝒆 𝒘𝒂𝒚 𝒕𝒐 𝒈𝒐 !!;positive;male;Arequipa, Peru;2015-07-30
5760;Worst , will better shift to other apps;positive;male;Cancun, Mexico;2014-08-26
5761;it's nice;positive;male;Glasgow, United Kingdom;2012-05-03
5762;Spotify has almost every song in the world.its awesome 👌👌💜;positive;male;Quebec City, Canada;2015-02-03
5763;goog;positive;male;Vancouver, Canada;2015-04-01
5764;would be 5 star if it wouldn't crash ever time I click the bottom to show what song is playing;positive;male;Taipei, Taiwan;2013-01-27
5765;Update on May 2025: Version 9.0.44.478. I recently updated Spotify, and after this update, whenever I use Now Playing View, the app Shuts Down evertime even after closing the app and retarting my phone. I also tried uninstalling and reinstalling the app, but it still doesn't work. Developers, Please fix this problem.;positive;female;Queenstown, New Zealand;2016-09-06
5766;good music 🎵 application that provide off screen playing very good app must download;positive;male;Durban, South Africa;2014-02-14
5767;nice songs:);positive;female;Queenstown, New Zealand;2016-04-05
5768;do not have the latest songs want to change to YouTube but was lazy got have to save my songs again;positive;male;Houston, United States;2015-02-27
5769;very good experience but without ads it will be more 👍;positive;male;Austin, United States;2014-12-20
5770;ok but I can't search on A song and get the same song but others;positive;male;New York, United States;2014-08-15
5771;very nice experience 😃;positive;male;Montreal, Canada;2015-02-17
5772;must use app best app for music I like all the other ones but this one is the top for me but 30$ A MONTH FOR PRIEMIUM THATS A SCAM DUDE;positive;female;Brisbane, Australia;2016-02-23
5773;Spotify is a great music-listening app. Although its platforms are very well organized, youtube music has more variety of songs that Spotify does not have. And although Spotify on my tablet works perfectly fine, it has some technical issues on my phone. Whenever I try to choose a song on my phone, Spotify would play another random song--the one I did not choose. So I only listen to Spotify on my tablet.;positive;female;Medellín, Colombia;2015-10-19
5774;I love Spotify so much I literally use it EVERY DAY. However, before I bought premium, there was quite a few adverts. Every few songs there were adverts. BUT you can get more or less a the songs there are and it's genuinely just a great app. I recommend. 👍👍;positive;male;Austin, United States;2015-04-05
5775;if I get something free than it will be fun;positive;male;Stockholm, Sweden;2011-12-12
5776;I will not pay up;positive;male;Lyon, France;2011-10-29
5777;ui needs to catch up with apple music. The lyrcis on the apple music are so much better, and the animation looks really good. There's no light mode as well, and you can't even see what friends are listening to on android. spotify is missing much more in their android app compared to the desktop version.;positive;male;Manila, Philippines;2013-08-20
5778;excellent;positive;male;Zurich, Switzerland;2011-12-10
5779;After the latest android version of One UI 7.0, the screen goes to sleep when listening to music & also when driving. then i need to login back in phone to change song. Could it be because i am in power saving mode? Please fix, Thank you for your time.;positive;male;Marrakesh, Morocco;2014-06-17
5780;Best app for playing music it creates Playlist for you that matches your likes but sometimes it just stops;positive;male;Oslo, Norway;2011-10-20
5781;Amazing and easy interface, quality audio but the fact all goodies were left for premium subscribers and can't seem to play once iim on VPN gave an ick so 4stars;positive;male;Windhoek, Namibia;2014-04-08
5782;v good music 🎵🎶 there are lots of ads;positive;male;Lusaka, Zambia;2013-09-25
5783;"best music app ever... i hope they remove limitation to our country ""iran"" so we dont need to use vpn anymore";positive;female;Queenstown, New Zealand;2016-09-24
5784;I love the app so much and the app is so good but I rate it 4 because in the liked songs when I want to play a song the app say you must go premium this so annoying to me but still I love the app;positive;male;Warsaw, Poland;2012-01-26
5785;its an amazing app for podcasts and music but,there is one thing that bothers me a lot infinite adds are there, place change the system.;positive;male;Stockholm, Sweden;2012-02-13
5786;cooollllllll;positive;female;Nadi, Fiji;2016-03-04
5787;it is good but we have to pay premium for arranging the song according we want;positive;female;São Paulo, Brazil;2015-11-23
5788;very relaxve;positive;female;Adelaide, Australia;2016-08-14
5789;kozappam illa .but ad ind;positive;male;Madrid, Spain;2012-03-09
5790;it's a very both nice and easy to use app;positive;male;Austin, United States;2014-12-27
5791;I love it but I just don't like the adds 😅;positive;male;Dakar, Senegal;2014-06-10
5792;I don't need to explain why this is an amazing app😎;positive;male;Tel Aviv, Israel;2013-06-11
5793;just pay from premium and enjoy good music;positive;male;Jacksonville, United States;2014-12-09
5794;excellent;positive;female;Brisbane, Australia;2016-07-11
5795;good;positive;male;Amsterdam, Netherlands;2012-02-08
5796;"Y'all need to fix this app. It glitches out now and continuously crashes when trying to bring up the ""Now Playing"" window from the bottom bar.";positive;male;Calgary, Canada;2015-03-12
5797;I can not see queue in my smart watch;positive;male;Hong Kong, China;2013-04-03
5798;Ecstatic.;positive;male;Casablanca, Morocco;2013-11-17
5799;this app is good, sorry not good but best but it has a problem it is that this app just what plays your songs and plays its own songs I don't like it that much but it is good;positive;female;Gold Coast, Australia;2016-03-04
5800;great app in overall but there is a hugeeee problem, for people broke like mee can't afford premium so I'm not asking to stop ads instead I'm asking to reduce the number of ads as a person who uses Spotify for hours daily. ALSO GIVE US A FREE TRIAL OF SPOTIFY PREMIUM;positive;male;Edinburgh, United Kingdom;2012-05-30
5801;nice... very amazing especially when you subscribe to a plan;positive;female;Canberra, Australia;2016-02-21
5802;pls no ads;positive;male;Abuja, Nigeria;2013-11-14
5803;good app but not offline;positive;female;Nadi, Fiji;2016-11-13
5804;very nice;positive;female;Auckland, New Zealand;2016-07-11
5805;super cool;positive;male;Dakar, Senegal;2013-11-21
5806;Great having musi. when you want.;positive;male;Hong Kong, China;2013-04-27
5807;everything is good but too many ads, like at least make non subscribers have some peace with the ads 😭😭😭😭;positive;male;Guangzhou, China;2012-12-03
5808;I love Spotify but it was asking me to to pay them to listen to a song of my own choice BC I was using Spotify for to long that it started playing different songs from all my playlists which I didn't like BC it was playing songs that I don't really like anymore. I have been using this app for so many years and love it;positive;male;Phuket, Thailand;2012-11-27
5809;nice;positive;male;Santa Cruz, Bolivia;2015-10-03
5810;Less ads please.;positive;male;Medellín, Colombia;2015-09-08
