review;sentiment_classification;Topico_Dominante;Porcentaje_Similitud
it is a great place to listen to music;positive;2;47.75%
Awesome app;positive;0;72.16999816894531%
wow wow;positive;4;72.22000122070312%
no words.;positive;4;58.31999969482422%
For 12 bucks you get music, podcasts and audio books. You can hide songs and artists you don't like so they won't be played. Make up your own Playlist or listen the ones Spotify creates for you in all the genre's of music you like. 12 bucks and a little 85 cents never hear an ad again. Just pure music in your ears until your buds run out of battery-power. And with Android Audo, your tunes in your car. It's everything you want in a music app. Audio books, you can listen for 15 hours for free.;positive;2;58.5099983215332%
it is very good;positive;4;58.33000183105469%
I love it;positive;0;58.31999969482422%
good 💯;positive;4;58.33000183105469%
you like the music;positive;1;39.0%
Good;positive;4;58.33000183105469%
this app is sooooo good;positive;4;79.06999969482422%
💖💖👍👍👍;positive;0;16.670000076293945%
Excellent companion;positive;3;38.91999816894531%
nice, good music selection;positive;3;34.880001068115234%
it's great to be able to find songs I have heard of in a long time.;positive;2;71.80999755859375%
Wasn't sure about Spotify but I'm gradually warming to it, give me time and I may commit I committed, I love it, won't bother with apple music has they don't pay their taxes 🙂;positive;1;54.15999984741211%
Good service;positive;4;72.20999908447266%
awesome thanks 🕺🏼🕺🏼🥰🥳🤺⚗️;positive;0;72.20999908447266%
primium;positive;1;58.33000183105469%
Thank you that I am seeng the Spotify:Music and Podc...I am so proud to hear voice of a Ancient as DOLLY PARTON!I like so much her creativity and she write so beautiful.She is a model for women on whole of World.I Value with 5-stars.;positive;0;50.119998931884766%
I'm using spotify since 2020 December with different accounts but it still give me its 100;positive;1;89.56999969482422%
it is great but I don't like barsolona and they. are colabin;positive;2;72.0999984741211%
i love Spotify;positive;0;72.16999816894531%
sooo much better than UT;positive;1;79.11000061035156%
I've had Spotify for years and when I don't have access to it I'm lost.;positive;1;63.33000183105469%
All right this is an update. it's been 3 years since I've given them a one star. they've heard people's concerns and comments and put things back the way it should be. I also like the fact that what I have is a three for one with my particular subscription and I love it. so they have really improved a lot. I don't mind paying for mine and they've definitely have improved a lot. you can do a podcast, audiobooks and good music. still trying to find some good workout music.;positive;1;48.0%
i really like it;positive;4;71.97000122070312%
good 🎶 application 👍;positive;4;72.19999694824219%
Can any app match this perfomance beside too many ads nowadays;positive;4;62.38999938964844%
it is very nice app ❤️❤️❤️❤️❤️ I love it 😍;positive;0;46.560001373291016%
Okay good app;positive;4;79.08000183105469%
has just about any song you can think of been using this for as long as I can remember definitely recommend over any other music app;positive;4;35.81999969482422%
I like it;positive;1;58.18000030517578%
its great 👍🏻;positive;2;58.29999923706055%
best app;positive;0;72.16999816894531%
Nice but to much ads;positive;3;29.170000076293945%
app crashes constantly when I try to open the player;positive;2;88.0%
nice I love it 😍;positive;3;38.88999938964844%
very nice. high quality music experience;positive;3;66.56999969482422%
wonderful;positive;1;58.33000183105469%
I love listening to music even with my phone shut off, but the ads keep popping up well, and it's ok. I'm still glad to listen to music while working out its calming;positive;2;43.79999923706055%
love it;positive;0;58.31999969482422%
it's very good and helpful app 🙂;positive;4;79.06999969482422%
yall the best im listen to music;positive;2;54.54999923706055%
ɢօօɖ!;positive;0;16.670000076293945%
its really good but i hope they make it so you xan repeat the music;positive;2;37.33000183105469%
I love this app you can listen to music and use the lyrics at the same time;positive;2;40.970001220703125%
really good music;positive;4;54.150001525878906%
It has lots of great musical tracks to inspire people to do things.;positive;2;35.70000076293945%
wala lang ang coteko lang;positive;3;58.33000183105469%
very good;positive;4;58.33000183105469%
I love Spotify ❤️;positive;0;72.16000366210938%
It is wonderful to have any and all of my favorite music so easily accessible.;positive;0;69.38999938964844%
top notch;positive;3;72.22000122070312%
👊;positive;0;16.670000076293945%
It's just amazing like wow and if I wanna go back I can without any hesitant;positive;1;61.18000030517578%
best;positive;0;58.33000183105469%
very very good response for music;positive;4;38.88999938964844%
Way better than Amazon music! when you have premium;positive;2;45.2400016784668%
When creating playlists with AI beta it would be good to make playlists with more than 100 songs, as I've been trying to use it to put a few playlists together but the limit of 100 songs has stopped me from doing this.;positive;2;39.810001373291016%
superfragelistic;positive;0;16.670000076293945%
the ads aren't as frequent now nicee!;positive;4;38.91999816894531%
it's so better than the ones I like Spotify 🤩😍💗❤🐸🐵🐭;positive;1;83.25%
best of all;positive;0;58.33000183105469%
sup;positive;0;16.670000076293945%
great music provider;positive;2;52.0%
A World of music of your own! l find everything n much much more. Music from other countries, top charts, oldies but goodies, country n l take it to parties etc!! l play it 24-7. Couldn't imagine being without Spotify! The Best!;positive;1;33.7400016784668%
"one word ""Perfect""";positive;1;54.02000045776367%
really large amount of music to choose from;positive;2;85.94999694824219%
This is very nice ☺️☺️☺️;positive;3;58.33000183105469%
love it;positive;0;58.31999969482422%
sometimes ads come after only one song but love it;positive;2;58.77000045776367%
I Have Can Heard Phonks While Turning off the phone and my tv;positive;1;49.22999954223633%
Good 👍;positive;4;58.33000183105469%
aaina;positive;0;16.670000076293945%
good music;positive;4;38.88999938964844%
Best sound quality when u get premium;positive;1;45.2400016784668%
excellent;positive;3;58.33000183105469%
It's super fun an easy to use. I use it every day. Definitely recommended it to everyone!;positive;5;56.060001373291016%
Of the best, they sing.;positive;0;38.88999938964844%
Excellent app, great music experience.;positive;5;45.650001525878906%
wish we could pick songs free like on your computer;positive;2;75.2300033569336%
ok;positive;3;58.33000183105469%
Nice app;positive;3;72.0999984741211%
Better than youtube music overall 👍;positive;5;53.040000915527344%
excellent;positive;3;58.33000183105469%
best song;positive;0;38.88999938964844%
Fantastic! love it so much ❤;positive;0;53.380001068115234%
ganduhh pa;positive;0;16.670000076293945%
"Fantastic...love the app.brilliant...it's my ""go to"" to cheer me up....";positive;0;49.220001220703125%
Worth the listen;positive;1;48.52000045776367%
unbelievable;positive;0;16.670000076293945%
M-U-S-I-C.. ALL DAY AND DAY;positive;1;79.12999725341797%
nice;positive;3;58.33000183105469%
great app for music new and old;positive;5;62.63999938964844%
It is good for the best and clear music .;positive;0;38.540000915527344%
rediscovered the joy of listening to music without much nonsense and gimmicks;positive;5;52.529998779296875%
splendid;positive;0;58.33000183105469%
since the update back to being sensational app. Thank you;positive;1;45.31999969482422%
it's good;positive;4;58.33000183105469%
carry good;positive;4;58.33000183105469%
absolutely 💯 can't go a day without my spotify;positive;1;62.68000030517578%
on point;positive;0;58.33000183105469%
Quickly music for Quality time. Abundant tracks available for listening with so many variations.;positive;4;31.06999969482422%
great;positive;2;58.290000915527344%
🎵🎵🎵😺💚🎵🍏🎵💕💿💚💚💚💚💚💚💚💚💚💚;positive;0;16.670000076293945%
it lets me play music;positive;1;54.47999954223633%
😍xx;positive;0;16.670000076293945%
❤️❤️❤️;positive;0;16.670000076293945%
love audiobooks;positive;0;38.88999938964844%
nice;positive;3;58.33000183105469%
My favorite App;positive;0;72.12999725341797%
beautiful sound back ground music, very clear.;positive;3;43.650001525878906%
super great;positive;3;38.88999938964844%
amazing but Hella ads if ur using free version;positive;4;61.93000030517578%
really good if you pay;positive;4;55.470001220703125%
really good !!!;positive;4;72.19999694824219%
great;positive;2;58.29999923706055%
quality music here it 👌 giving;positive;3;48.779998779296875%
has all of the music I like;positive;1;39.0%
Edit: Works now;positive;5;72.0%
super experience by spotify ithula ore oru korai na ads matttum than ad mattume 1:30 nimushathuku varuthu;positive;4;45.209999084472656%
Great all over appreciated. Easy to make and modify play lists;positive;2;49.91999816894531%
so beautiful so elegant just looking like a wow;positive;2;37.470001220703125%
I love the app;positive;0;72.16999816894531%
great vibes and suitable options;positive;1;54.16999816894531%
Great app shows live lyrics, concerts,and videos;positive;2;51.97999954223633%
very nice song 🤩🤩🤩;positive;3;38.88999938964844%
the best I ever can have;positive;0;72.22000122070312%
FREAKY AH SPONSOR;positive;0;16.670000076293945%
it was nice.;positive;3;58.33000183105469%
good 👍;positive;4;58.33000183105469%
Satisfied love 😘;positive;2;38.88999938964844%
exemplary;positive;0;16.670000076293945%
I use this everyday bro. even on chai.;positive;5;40.34000015258789%
lovely;positive;2;58.33000183105469%
great app, sometimes it would be glitchy and not let me view a song without crashing but on most days it's great;positive;2;53.59000015258789%
I love the app for music and podcasts. and enjoy using the offline download feature to save data when not in range.;positive;0;30.93000030517578%
the problem is fixed thanks and can you add different DJs like a news one for the DJ thing as an option;positive;1;48.5099983215332%
ok;positive;3;58.33000183105469%
I'm BTS Army So this app is always useful Love You BTS ☺️💜🫰;positive;1;44.709999084472656%
Awesome;positive;0;58.33000183105469%
can hear music;positive;0;45.38999938964844%
love it;positive;0;58.31999969482422%
easy to use;positive;5;72.20999908447266%
I gave it 5 stars because, It's amazing I recommend using It. you can listen to your favorite songs/artists. you can have so much fun and enjoy Spotify. I love It so much it is useful and peaceful I recommend using it.;positive;1;38.779998779296875%
perfect;positive;1;58.279998779296875%
AWESOME APP!!;positive;0;72.16999816894531%
good;positive;4;58.33000183105469%
Spotify is very easy to find good songs.;positive;1;24.440000534057617%
Amazing;positive;0;58.33000183105469%
I love this app bcz make my day every nice;positive;0;41.470001220703125%
Great 😃;positive;2;58.29999923706055%
everything is fine but those ads are very much disturbing.;positive;1;48.529998779296875%
nice;positive;3;58.33000183105469%
@spotify AB thank you fixing the issue;positive;1;35.900001525878906%
great experience;positive;5;72.06999969482422%
good;positive;4;58.33000183105469%
Spectacular. I hope this year's wrapped will be better than last , I have high hopes.;positive;1;62.939998626708984%
quality music sound;positive;3;79.11000061035156%
Best music streaming app;positive;0;83.30999755859375%
always find what I want and affordable with no ads love it;positive;5;42.38999938964844%
it is the best dating game I've ever had;positive;0;54.18000030517578%
I wanted a music they gave me a music 10/10 would listen again;positive;1;51.630001068115234%
great app I honestly use free ads don't bother me;positive;5;54.63999938964844%
good app;positive;4;72.02999877929688%
excelente;positive;3;58.33000183105469%
great app. love that this app makes listening to our favorite singer or musicians in legal way. tq spotify;positive;2;39.43000030517578%
Best music app! No doubt about it!;positive;0;59.31999969482422%
it sooooo xtreme good 👍😊;positive;4;72.22000122070312%
good;positive;4;58.33000183105469%
you should don't keep subscribtion;positive;5;58.279998779296875%
it is the best app to listen music I say that this doesn't take too much space and you can even hear downloaded songs when offline too I mean it's cool and I hear songs all day it just won't get me bored 😁😁😁;positive;2;57.400001525878906%
Nice music..;positive;3;72.08999633789062%
nice;positive;3;58.33000183105469%
great;positive;2;58.290000915527344%
this is A very good apps that includes my favorite creators and has a very good UI that feels smooth and has things that just feel like there men't to be there.;positive;1;34.33000183105469%
HAS EVERYTHING 420/69;positive;1;58.310001373291016%
makes life easier. just pay for premium;positive;1;41.720001220703125%
so beautiful ❤️ band amazing 🤩;positive;0;54.16999816894531%
I love Spotify;positive;0;72.16999816894531%
What a nice lyric of black bottle;positive;3;29.200000762939453%
I love the features! 🤩;positive;0;38.880001068115234%
where is my dj ?????;positive;1;58.33000183105469%
I love that I can listen to crime junkie for free ❤❤👌;positive;0;53.0%
Diabolical app great for music listeners we can follow artists and the quality of the songs is perfect superb ❤👍🏻;positive;3;39.63999938964844%
Foarte smecher scriu de. Pe ceas;positive;3;58.33000183105469%
Fantastic I absolutely love Spotify. it has all my favourite songs and the best groups.;positive;2;46.40999984741211%
super;positive;3;58.33000183105469%
good;positive;4;58.33000183105469%
its very good app for listening our fvrt songs;positive;4;83.16999816894531%
My experience is super nice 👍 and also all the songs that you like is in this app❤️💞💐🙏;positive;2;43.560001373291016%
do premium free;positive;4;42.7599983215332%
I'm really glad there was a student premium since I am a student myself, which was cheaper than other premium packages now I get to listen to songs however I choose;positive;2;59.61000061035156%
Love the app but after experiencing Jagex child molesting me through their privacy i'd like to see better privacy in the app;positive;0;33.68000030517578%
Superb;positive;3;58.33000183105469%
I am from Thailand and live in USA. I like to listen to Thai sings make me feel like I am in Thailand. love Spotify ❤️ 😍;positive;1;75.83999633789062%
I find music fast🤍;positive;5;79.04000091552734%
ggod;positive;0;16.670000076293945%
simply the best music app out there..;positive;0;83.30999755859375%
Excellente;positive;0;16.670000076293945%
Good app;positive;4;72.0199966430664%
Most of us download Spotify for Barcelona 💙❤️;positive;1;79.1500015258789%
very superb app for listening songs;positive;2;54.689998626708984%
last... 😎;positive;1;58.33000183105469%
great 👍😃;positive;2;58.29999923706055%
my Spotify keeps telling me am offline n won't let me sign in;positive;4;33.599998474121094%
i love this app to gunned 🔥🔥;positive;0;72.16000366210938%
Best music app;positive;0;79.12000274658203%
the songs flow well and every song is there;positive;2;44.779998779296875%
10/10 WOULD RECOMMEND!! I love Spotify it has great deals and when I say it has every single type of music I MEAN EVERY SINGLE TYPE OF MUSIC. It also had podcasts and shows which are great for productivity and if you're more of a listener. It also offers audio books and storytelling which I think is great and also offers ASMR. Spotify is the #1 music and Podcast app. I love🫶;positive;2;69.83999633789062%
Very good grip;positive;4;58.33000183105469%
so hey hold. ..;positive;5;58.33000183105469%
Best Song App!!;positive;0;49.2400016784668%
incredible ever;positive;0;72.22000122070312%
I love this app! I can listen to what I want without too many adds.;positive;4;37.15999984741211%
love it;positive;0;58.31999969482422%
Has so many random songs that aren't even songs, which is great! works really well on all devices for me and I like the snake game and all the extra features;positive;2;41.91999816894531%
Great for discovering new music.;positive;5;83.23999786376953%
it's very nice I really enjoy it;positive;2;30.719999313354492%
good;positive;4;58.33000183105469%
Fantastic!;positive;5;58.33000183105469%
Good experience;positive;4;72.05000305175781%
amazing;positive;0;58.33000183105469%
Spotify became my daily healing tool for my insomnia..tq Spotify 🥰;positive;0;63.290000915527344%
I love the app so much, but I wish it has Manuel control music playspeed;positive;0;50.72999954223633%
wonderful;positive;1;58.33000183105469%
i like it more but sometims it is very lag in my lap...;positive;2;72.0999984741211%
excelente!;positive;3;58.33000183105469%
everything I listen to is really available;positive;4;43.72999954223633%
beautiful;positive;0;58.33000183105469%
the best of all time;positive;0;71.9000015258789%
amazing! don't have to complain about;positive;0;58.33000183105469%
I love it;positive;0;58.31999969482422%
good;positive;4;58.33000183105469%
my experience is brilliant with Spotify;positive;3;29.170000076293945%
used this for years never let me down;positive;1;83.31999969482422%
Five stars, obviously. But each time you ask me to rate you after this, I'll remove one star.;positive;1;90.7300033569336%
👍;positive;0;16.670000076293945%
Great music and technology;positive;2;52.0%
best, wish it had the same high quality music as apple, other than that its best, love it, always adding new features and changes to ui, w work.;positive;2;30.959999084472656%
now that it plays offline I like it a lot.;positive;4;45.150001525878906%
i love the music on this app there is a different kind of music;positive;0;52.97999954223633%
amazing;positive;0;58.33000183105469%
excellent app;positive;3;72.11000061035156%
good;positive;4;58.33000183105469%
amazing;positive;0;58.33000183105469%
love it so damn much🥰♥️💜;positive;0;45.43000030517578%
I couldn't survive without this now. Too many wonderful songs. I now hope I live long enough to hear all my favorites over and over🤩;positive;1;36.77000045776367%
clear and helpfull;positive;3;58.33000183105469%
type shii;positive;2;58.33000183105469%
Spotify rocks!;positive;5;38.880001068115234%
the best music app ever I recommend this!💖;positive;0;86.08999633789062%
🥹🥹🥹🫶;positive;0;16.670000076293945%
it's great;positive;2;58.290000915527344%
I'm not very good at reviews, but if you're quick, this app is PERFECT! I just love it.;positive;3;36.72999954223633%
Spotify has prove to me to be the best Music streaming app I've ever used. I love it 💕;positive;0;90.7300033569336%
@silvarz.sm;positive;2;58.31999969482422%
love of my life❣️;positive;0;72.22000122070312%
Excellent;positive;3;58.33000183105469%
the app is amazing overall but some videos I found are a little inappropriate for kids under the age of 18 please report any inappropriate videos or sounds but overall the app is AMAZING;positive;4;32.22999954223633%
nice app;positive;3;72.0999984741211%
love;positive;0;58.31999969482422%
Gud 👍;positive;5;58.33000183105469%
Good;positive;4;58.33000183105469%
awesome;positive;0;58.33000183105469%
I love listening to music 🎶;positive;0;47.83000183105469%
awesum app;positive;0;58.13999938964844%
esta chido acá las rolas acá;positive;3;58.33000183105469%
exceptional;positive;3;58.33000183105469%
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️good app;positive;4;72.0199966430664%
vrehi nice Spotify music;positive;0;48.119998931884766%
The algorithm is Next level overall Great app wish they paid the artist legit though so;positive;2;45.630001068115234%
the best music app ever;positive;0;83.30999755859375%
baby keem 🐐;positive;0;16.670000076293945%
call me Mr.nice guys;positive;3;54.16999816894531%
excellent;positive;3;58.33000183105469%
this is the best app for music it's totally free and it doesn't have any violence or any harm that kids cannot watch;positive;4;38.45000076293945%
I resisted Spotify for a long time, but I am glad I finally gave in. Such a huge variety of music, I never get bored!;positive;1;36.880001068115234%
cool;positive;0;58.33000183105469%
Awesome 👌;positive;0;58.33000183105469%
The app keeps crashing when I try to queue or turn on repeat. Please can you fix this, I'm guessing it's to do with an update. edit: back to normal now 👍;positive;1;45.220001220703125%
I like;positive;1;58.18000030517578%
good app!;positive;4;72.0199966430664%
exceptional quality;positive;3;72.22000122070312%
works;positive;5;58.33000183105469%
This really deserves a Five Stars I don't know what others think more people gave a 1 star than the ones who gave 4 well four stars is understandable but those who gave 1 star are not thinking or just dumb;positive;1;66.33000183105469%
Great good sounds;positive;4;29.170000076293945%
is my favorite app;positive;0;72.12999725341797%
nice to use...;positive;3;38.88999938964844%
My curated Playlists are so dope!!;positive;1;72.06999969482422%
itticksevery box perfectly and works with the smart speaker yay;positive;1;45.810001373291016%
very nice;positive;3;58.33000183105469%
The very best 🎶App ever;positive;0;79.13999938964844%
best service for all you listen to!;positive;0;79.05999755859375%
but now you can't see songs from playlists it bothers me a little when it comes to playing songs while playing gameson mobile.;positive;2;82.13999938964844%
love it;positive;0;58.31999969482422%
It's literally the best music app in the world with the best high quality music system and one of my fav apps in my mobile:);positive;3;49.47999954223633%
i really enjoy spotify and have for years, but lately I keep having an issue where the app crashes every time I try to view the now playing tab. I tried restarting my phone and deleted and reinstalled the app and nothing seems to be working. not unusable but really difficult to actually use as intended. really hoping there is some kind of fix in the works.;positive;2;60.83000183105469%
good song for mint fresh;positive;4;72.02999877929688%
It's Been Almost 7 Years I Am Using Spotify I Am A Premium User And I Can Tell That You Can Experience Better Feelings In Spotify Than Other Music Apps Great App Fr!;positive;1;49.95000076293945%
best app there is;positive;0;72.16999816894531%
love this app;positive;0;72.16999816894531%
love the app 😍;positive;0;72.16999816894531%
it's just a good music app imo;positive;0;49.18000030517578%
Spotify;positive;1;58.22999954223633%
fix the crashing;positive;0;38.880001068115234%
the premium version is very nice, highly recommend;positive;0;32.04999923706055%
awesome 😍😍;positive;0;58.33000183105469%
I love it best music app ever👁️🫦👁️;positive;0;86.08999633789062%
fun I can listen to all sorts of music now;positive;3;33.04999923706055%
this app is wast;positive;0;58.13999938964844%
music;positive;0;58.189998626708984%
best app for listening to music;positive;0;60.529998779296875%
Great music streaming app. Upgraded from free to premium. My companion to and from work daily. Love it!!;positive;0;42.91999816894531%
Great listening experience and song recommendations.;positive;5;57.119998931884766%
very very very very very happy with this app;positive;2;72.01000213623047%
this app is very good 👍;positive;4;72.02999877929688%
lovely;positive;2;58.33000183105469%
Radio Desire;positive;3;58.279998779296875%
great;positive;2;58.29999923706055%
I 💕 Spotify! I like being able to download everything on my SD Card in my phone. I also think it's cool that the recommended music for me is usually spot on!;positive;1;30.420000076293945%
shiyyyyyy baby I like itttt;positive;1;58.16999816894531%
This app is veryyyy excellent;positive;3;72.0999984741211%
good app 👍;positive;4;72.0199966430664%
love Spotify. has everything;positive;1;44.93000030517578%
just love it.;positive;0;58.31999969482422%
great most of the time. however, the latest update causes the app to crash constantly. I've closed the app, cleared the cache, logged out and back in. nothing helps. After working out the issues everything seems to be back to normal thanks to the quick response from the tech team. rating changed to 5 🌟;positive;2;65.62000274658203%
Great app. thanks;positive;2;46.369998931884766%
I love it so much. I've been trying to find out how to get dj mode, though. I like it better than Pandora. Pandora is really great, too.;positive;1;45.77000045776367%
awesome 😎;positive;0;58.33000183105469%
lovely;positive;2;58.33000183105469%
spot on;positive;5;58.33000183105469%
if you have premium, it is better than any other music app;positive;1;43.52000045776367%
i love it!!;positive;0;58.31999969482422%
GOOOOD;positive;0;16.670000076293945%
awesome 👌;positive;0;58.33000183105469%
I love this app it's to much good very good special thanks to owner........ 🖤❣️;positive;0;56.970001220703125%
love it everyday;positive;5;41.52000045776367%
taj mehal gana sunke bhako bhai;positive;5;38.900001525878906%
I truly enjoy this music app the most!;positive;2;55.779998779296875%
best player ever;positive;0;54.150001525878906%
Ayyyy this is nice spotify, welp! wait for my next reveiw if u update <333 Loving it rn tho GOOD BOYS! BEST UPDATES SO FAR you can skip back on zero and it goes into negatives, I find this funny;positive;1;68.8499984741211%
Perfect!Amazing!❤️;positive;0;38.88999938964844%
love that I can play only one artist or one album;positive;2;73.7699966430664%
its awesome;positive;0;58.33000183105469%
Great app, as it really always has been.;positive;5;51.54999923706055%
the music is nice so it good;positive;3;54.06999969482422%
nice;positive;3;58.33000183105469%
it's supercool and easy streaming and the fact that it shows lyrics and background videos is what makes me love it more;positive;5;31.510000228881836%
I love 😘 Spotify I love 💕 Spain I love Barcelona 🏀;positive;0;83.31999969482422%
very enjoyable;positive;5;58.33000183105469%
Amazingly adept at choosing songs you would enjoy! I like this App. 👍;positive;2;70.33999633789062%
great music;positive;2;52.029998779296875%
very good 👍;positive;4;58.33000183105469%
I'm happy;positive;2;58.29999923706055%
brilliant;positive;3;58.33000183105469%
Just loving it 😍;positive;1;58.33000183105469%
Best app for music that money can buy, I use it everyday. All my favorite artists and genres in the same place, a must have for music lovers!;positive;5;32.369998931884766%
😍👍❤❤❤😃 super;positive;3;58.33000183105469%
nice 🙂🙂🙂;positive;3;58.33000183105469%
if there were extra stars id rate them a hundred;positive;1;54.20000076293945%
I love Spotify so so much;positive;0;79.12000274658203%
it's awesome;positive;0;58.33000183105469%
Great for gaming;positive;3;38.880001068115234%
I had made a playlist and I can't listen to a particular song I want to listen at that time from it....what's the fu*king point of that ....it's a basic requirement , if I can't listen to a song at a time I want why would this app even exist then...such a dumb way to force everyone to buy your premium.....I am deleting your so called music app..;positive;2;61.209999084472656%
love Spotify been using for years just wish the smart shuffle was a bit smarter and shuffled through all ur songs;positive;1;46.25%
easy and accessible.;positive;5;38.90999984741211%
it is good for music and it has cool music;positive;0;63.29999923706055%
very good😌;positive;4;58.33000183105469%
easiest to use after trying all the others;positive;1;52.81999969482422%
Great!;positive;2;58.290000915527344%
awsome the best app for music 🎵;positive;0;54.84000015258789%
Best music app in my opinion!;positive;0;60.529998779296875%
good 👍🏼;positive;4;58.33000183105469%
Spotify for the win;positive;1;58.22999954223633%
very good 👍;positive;4;58.33000183105469%
songs;positive;2;58.29999923706055%
Love it;positive;0;58.31999969482422%
system is 100 %;positive;2;58.33000183105469%
it has my fav songs btw :3;positive;5;38.880001068115234%
WITH THIS APP I CAN LISTEN TO MASOOM SHARMA SONGS;positive;2;79.05999755859375%
Does the thing;positive;5;58.310001373291016%
Love Spotify, but sometimes my mobile app doesn't sync up with the desktop version, meaning songs that appear on my computer do not show up in my liked songs on mobile. I don't know why this is but it's annoying. Please Spotify fix this 🙏🏻;positive;2;74.33999633789062%
thank you Spotify, Daniel Ek and the team .;positive;0;83.31999969482422%
great;positive;2;58.290000915527344%
love it;positive;0;58.31999969482422%
I am broken now I have new one which is 💙💙SPOTIFY🤍🤍;positive;5;43.290000915527344%
I like to make a playlist of other playlists that i found worldwide. I have over 10k songs haha i love the app. But it would be cool that I could know the playlists that i added to the bigger playlist, it's so many songs that I forgot what playlist was originally from. In that way I can acknowledge after hearing the playlists to the person behind it. Also, add a feature to sort the songs by genere. It would be really cool to have that.;positive;2;48.630001068115234%
"My experience with Spotify Is best and ever.Hear song 🎵 and getting filling that you never seen ""song is magic""";positive;1;32.18000030517578%
best music app thanks developers this is the best;positive;0;72.7699966430664%
I Love it has my favorite songs;positive;2;42.83000183105469%
Nice app to many beautiful songs;positive;4;41.369998931884766%
Dope!;positive;1;58.33000183105469%
excellent;positive;3;58.33000183105469%
diddy;positive;0;16.670000076293945%
love it. I enjoy it a lot.;positive;2;49.61000061035156%
I love it! especially since I can listen to EPIC:The Musical;positive;1;38.220001220703125%
excellent app for people who need to comfort;positive;1;52.91999816894531%
I love this platform;positive;0;72.22000122070312%
it is very good application and I really enjoy using it;positive;4;60.619998931884766%
I love my Spotify and use it everyday;positive;5;44.7400016784668%
This app is to good;positive;4;72.0199966430664%
good;positive;4;58.33000183105469%
love it. I just wish there were DJ mixes;positive;1;43.29999923706055%
ndubuisi funny;positive;3;58.25%
honestly this app deserves 5 stars. it's a pretty great app all it needs is to display all the songs of the artist at the same time. if it does this it would be perfect. I do have premium though;positive;2;45.099998474121094%
great appliances;positive;2;58.290000915527344%
DJ X Is great!!! Add a radio button on the bottom please like waze has;positive;1;73.20999908447266%
Zayan boy;positive;1;58.33000183105469%
nice app. I am enjoying it;positive;3;79.11000061035156%
I love it;positive;0;58.31999969482422%
good app;positive;4;72.0199966430664%
Great app;positive;2;72.0199966430664%
nyc apps;positive;3;58.310001373291016%
smooth;positive;4;58.33000183105469%
superb;positive;3;58.33000183105469%
The best music experience, better than any other apps that exist in the play store. I cannot tell why is it better just share a fact that I took its (the only app) plan just after completing it's free trial....;positive;1;31.34000015258789%
easy navigation and never ending music selection;positive;5;63.189998626708984%
good;positive;4;58.33000183105469%
Awesome;positive;0;58.33000183105469%
absolutely love this app. It's better than the YouTube music app.;positive;0;48.70000076293945%
Pls make the app plays the song your searching cause its annying ok i played the song but played a diffrent one why i added it a my music cover but it played like 10 seconds pls fix and im gonna rate it 5 out of 5;positive;2;77.95999908447266%
used for years and always satisfied;positive;1;62.189998626708984%
very great app I can hear my favourite songs everyday but I would be happy if this can work of line but still this is I like this app very much there are lots of sound there are so many songs every language song thank you;positive;2;81.6500015258789%
I love it so much;positive;0;72.18000030517578%
MY MOM PARUL AKTER IS PRIME MOST HIGH MOM GOD ULTRA LORD GOLDEN MOST HIGH PRIMAL GOD OF CREATION OF LIFE PERFECTION.;positive;3;36.119998931884766%
like this update;positive;1;72.18000030517578%
so much fun;positive;3;38.88999938964844%
all my favorite bands in one place, amazing!!!;positive;2;38.9900016784668%
Amazing experience;positive;0;40.810001373291016%
I love Spotify;positive;0;72.16999816894531%
good night 🌌;positive;4;38.900001525878906%
love;positive;0;58.31999969482422%
the best;positive;0;58.33000183105469%
this is verybest app;positive;0;58.13999938964844%
I love music. I listen to it everyday. I love it, it feels better to use and it looks better than other music apps and it's smooth;positive;1;40.439998626708984%
I like to listen to the music and I love listening to the audio books;positive;2;69.0%
Definitely my favorite music streaming app. I have music constantly playing on Spotify and they never fail do disappoint when playing recommended songs. even when I didn't have premium having 1-2 adds every 30-40 minutes was amazing <3;positive;2;44.13999938964844%
I love hearing the Playlist assigned to stations I listen to;positive;1;63.119998931884766%
great news show;positive;2;79.16000366210938%
best music experience;positive;0;52.66999816894531%
works like I like it to;positive;1;42.36000061035156%
Great App, Thanks.;positive;2;46.38999938964844%
great.....;positive;2;58.290000915527344%
I like games it's so fun ya and I found a dead bridge and A DEAD RAT WHATT ANDD THAR WASS A MOUSE LAST NIGHT IT WAS SOOOOO FUNNY AND I GOT SCARED TOO HEHE I DONT KNOW WHAT ELSE to say so bye bye wow I spell so long to OK OK BYE BYEEEEEE;positive;4;40.380001068115234%
it is therapy 🙌😌;positive;5;58.33000183105469%
best streaming app right now;positive;0;63.29999923706055%
Great! I have been using this app for so long now. Enjoying a unlimited free music streaming.;positive;2;29.479999542236328%
as long as you get premium it's good;positive;4;45.290000915527344%
the best app ever;positive;0;79.13999938964844%
App is great!;positive;2;72.0199966430664%
amazing alogri;positive;0;58.33000183105469%
enjoyable;positive;5;58.33000183105469%
fantastic;positive;5;58.33000183105469%
it is very useful app;positive;4;72.0199966430664%
good;positive;4;58.33000183105469%
zain Hesham;positive;0;16.670000076293945%
the music it's perfect;positive;1;39.06999969482422%
best experience;positive;0;40.81999969482422%
i don't no what to say!!!?;positive;5;58.18000030517578%
I love This app.;positive;0;72.16999816894531%
