reviewId,review,gender,location,date,score,ColumnaAPredecir:score
5978,it is good but download option is only for premium,male,"Tripoli, Libya",2014-01-14,positive,neutral
5985,very good 👍,female,"Nadi, Fiji",2016-08-19,positive,positive
5992,it keeps on saying thatI don't have internet,female,"Brisbane, Australia",2016-10-24,positive,neutral
6001,Good,female,"Hobart, Australia",2016-06-25,positive,positive
6009,Good experience,male,"Lusaka, Zambia",2014-01-01,positive,positive
6010,"I just have a problem with the size of the lyrics when sharing. it was perfect before,until recently they made it big",female,"Suva, Fiji",2016-03-26,positive,positive
6014,good🛐,male,"Toronto, Canada",2014-07-31,positive,positive
6015,"Really great service, both in terms of collection and audio quality (though restricted to 320 kbps only). But the lack of High Resolution Lossless Audio Service compelled me to restrict to 4 stars only.",female,"Christchurch, New Zealand",2016-11-09,positive,positive
6021,superb excellent,male,"Riyadh, Saudi Arabia",2013-05-07,positive,positive
6029,I wish there weren't so many premium features. Thanks.,male,"Lisbon, Portugal",2012-02-09,positive,neutral
6037,-1 étoile trop chère,male,"Toronto, Canada",2015-01-02,positive,positive
6043,can you add karaoke music's to your apps.,male,"Washington DC, United States",2014-12-09,positive,positive
6049,nice,female,"Christchurch, New Zealand",2016-02-27,positive,positive
6063,very clear / updated,male,"Dublin, Ireland",2012-03-08,positive,positive
6067,best soong play app 🌚💋,male,"Lahore, Pakistan",2013-02-28,positive,positive
6074,be,male,"Lusaka, Zambia",2014-03-06,positive,negative
6078,I started using Spotify in 2023 ... at that time there were many advertisements in the app... each time i used this app i used to get frustrated but the recent updates made it better rn but stills it glitches a little like fast forwarding the music or slowing it down and sometimes stopping it.. i would suggest if you want to hear music here you should use the subscription otherwise it is kind of a waste using this app,male,"Shanghai, China",2013-09-02,positive,neutral
6083,Great App. really like it.,male,"San Francisco, United States",2014-07-12,positive,positive
6084,free,male,"New York, United States",2014-08-16,positive,positive
6095,good app for music,male,"Philadelphia, United States",2014-08-30,positive,positive
6097,good,male,"Brussels, Belgium",2012-07-15,positive,neutral
6099,so far I'm okay and happy with what u offer,female,"Wellington, New Zealand",2016-09-24,positive,positive
6104,love it,female,"Christchurch, New Zealand",2016-03-13,positive,positive
6109,Good song selection. ui could be better like it was prior.,male,"Bangkok, Thailand",2012-12-12,positive,positive
6111,Good,male,"Santa Cruz, Bolivia",2015-08-20,positive,positive
6116,What the hell happened to Spotify??? It's no longer playing songs from my Liked Songs list. Just randomly playing recommended songs no matter what I do. I am getting so fed up with apps not doing what they're supposed to do. the scanner sucks.,female,"Suva, Fiji",2016-08-13,positive,negative
6121,recommend app for those who want to listen to music. The reason why I only give it 4 stars it's just the advertisement is just killing the vibe but your the kind of person who loves music I think you would love this app,male,"Edinburgh, United Kingdom",2012-02-11,positive,positive
6123,gave function that you can Download for free.,female,"Auckland, New Zealand",2016-02-23,positive,positive
6125,"I used to use YouTube playlists for listening to music, but the fact that there is literally an un skippable ad after each and every song, is dreadful. free Spotify has an ad every like hour or so, one ad. makes me respect Spotify much more than youtube. might even buy premium because of how they handle ads, very good.",male,"Tripoli, Libya",2014-03-14,positive,negative
6128,"The latest update has been incredible, now i get similar song recommendations so I could explore new songs with similar genre which were lacking till the latest update.",male,"Birmingham, United Kingdom",2012-10-01,positive,positive
6142,awesome app,male,"Abu Dhabi, United Arab Emirates",2012-12-21,positive,positive
6145,not bad,male,"Bogotá, Colombia",2015-07-21,positive,negative
6154,"I love the app, but there are issues... I'll open the app sometimes and get hit with a black screen and it'll sit there for minutes at a time if I don't force close the app and reopen it. Yes, I've tried reinstalling it, clearing cache, rebooting my phone, also tried a different Internet connection, I use 1gb fiber by the way. The app barely loads in the music list. It takes almost 2 minutes just to load my library, and I'll still have to wait awhile to play a song.",male,"Jacksonville, United States",2015-02-25,positive,negative
6156,nice but ads are interupting 😔,male,"Birmingham, United Kingdom",2012-06-21,positive,positive
6167,chant are not available how should we abdate,female,"Quito, Ecuador",2015-12-26,positive,positive
6169,"pretty good experience, however the premium ads were very aggressive and i was locked into shuffle mode for my whole account.",female,"Adelaide, Australia",2016-08-22,positive,neutral
6170,Wow,male,"Riyadh, Saudi Arabia",2013-08-25,positive,positive
6198,Perfect except it does not have hi-res or lossless music.,female,"La Paz, Bolivia",2015-11-04,positive,positive
6210,gud,female,"Gold Coast, Australia",2016-10-09,positive,positive
6212,"nice collections and better sound quality. the only thing is, still few good movie songs are yet to be available. if these are also available then 5 out of 5",male,"Cali, Colombia",2015-09-22,positive,positive
6216,fantastic,male,"Zurich, Switzerland",2012-11-05,positive,positive
6217,Sanaul mustafa,male,"Algiers, Algeria",2013-11-24,positive,positive
6230,निलेश कुमार,male,"Houston, United States",2015-04-17,positive,positive
6234,not bad ig only the premium pay to update made it worse otherwise a great all I mean I used premium now so not much of a problem for me,male,"Guayaquil, Ecuador",2015-06-16,positive,neutral
6261,cool,male,"Accra, Ghana",2014-04-04,positive,positive
6272,Spotify has became much better over years..,male,"Jakarta, Indonesia",2013-05-20,positive,negative
6274,its okay,male,"Salvador, Brazil",2015-09-19,positive,neutral
6280,"this app is pretty good. icl, even my bff is using this app. but sometime it's pmo because of the advertisement.and I wish you could download it so you can hear your fav playlist without internet without using VIP. that's all ig..",male,"Accra, Ghana",2013-10-07,positive,neutral
6288,it's fun with premium,female,"Perth, Australia",2016-11-10,positive,positive
6298,many advertisements and it says u have reached the limits of today's songs,male,"Tripoli, Libya",2014-03-26,positive,negative
6305,"just one thing is bad that it doesn't provide lyrics in every song, not even in English songs or the songs in which some lines are of English.. they should provide..",male,"Quito, Ecuador",2015-06-26,positive,neutral
6306,"Wonderful application for me. Just a minor concern here. when playing off a Playlist, the responsiveness of the green highlight for songs being played. it stops on the second song and doesn't keep track of which song on the list is playing. wish I could attach a screenshot.",male,"Seville, Spain",2012-01-21,positive,neutral
6307,good app,male,"Prague, Czech Republic",2011-11-06,positive,positive
6323,great the variety is amazing just ads so I might have to pay for premium,female,"Port Moresby, Papua New Guinea",2016-08-21,positive,positive
6325,lovely,male,"Warsaw, Poland",2012-09-16,positive,positive
6331,good song,male,"Shenzhen, China",2013-02-14,positive,positive
6332,"best music player ,problem needs a premium to do a lot more like listening to a song manytimes",male,"La Paz, Bolivia",2015-05-01,positive,positive
6337,not too many ads for a free account pretty nice,male,"Houston, United States",2014-08-14,positive,neutral
6352,"sometimes when I go back to a playlist, it doesn't continue playing from where I left off. It tends to replay the songs that I've already heard.",female,"Auckland, New Zealand",2016-04-01,positive,neutral
6361,great,male,"Toronto, Canada",2014-08-09,positive,positive
6381,"I really like this app. it shows you lyrics, and it has many songs. it also has recommended songs, and that is super helpful. my only problem is the ads. there are way too many. and it will say that after one ad, there will be a 30 minute break, but there is not. the app is good, but the ads are way too many.",male,"Jacksonville, United States",2014-09-08,positive,neutral
6383,good,male,"Montreal, Canada",2014-09-07,positive,neutral
6384,👌,male,"Lusaka, Zambia",2014-02-09,positive,negative
6390,such a best Playlist,female,"Wellington, New Zealand",2016-10-30,positive,positive
6396,excellent 👌🏻,male,"Helsinki, Finland",2012-09-12,positive,positive
6398,"the free Spotify mobile version is WACK. I can't play whatever song I want in whatever order. Everytime I try to listen to my playlist, it always goes in the wrong order. It annoys me so much. The computer/desktop version is so much better than the mobile version, as you have more freedom with what songs you wanna play and in what order. Overall, solid app, just wish the mobile version was better:/",female,"Melbourne, Australia",2016-09-04,positive,neutral
6420,good. not too many add,female,"Hobart, Australia",2016-09-21,positive,neutral
6430,"It has all type of music,podcast,audiobook with better music quality I used to listen that's why I like it.",male,"Jakarta, Indonesia",2012-12-04,positive,positive
6438,please give option of replay the songs infinite times without premium as in previous version.,female,"Valparaíso, Chile",2016-02-14,positive,positive
6439,good shuffle most times goes wayward in the mix,female,"Canberra, Australia",2016-06-05,positive,neutral
6442,It's a very good music app but the only problem why I rated as four stars it's because of the ADS.,male,"Boston, United States",2014-10-13,positive,positive
6443,I use Spotify on Daily Basis there's not a single day that I don't use Spotify I am a Musician by profession and Spotify has everything we want to listen to.... but there is one simple update you guys can add that...we are unable to do is... we cant select multiple songs at once to remove from our playlist.. we have to select each song at once every time to remove it... please add that option to select multiple songs at once to remove.... You add that thing you are 5 star. #updateplease,male,"Helsinki, Finland",2012-06-20,positive,neutral
6450,love this app,male,"Bangkok, Thailand",2013-01-23,positive,positive
6470,my only complaint against the app is that the lyrics doesn't show all the time... otherwise no comments. good app must try,male,"Quebec City, Canada",2015-02-21,positive,positive
6473,good,male,"Budapest, Hungary",2011-11-23,positive,positive
6478,create app for music,male,"Stockholm, Sweden",2012-05-23,positive,negative
6479,good,male,"Cape Town, South Africa",2013-09-20,positive,positive
6494,Spotify is a great music and podcast app the only reason I gave it 4 star is that there should be Spotify monthly rap were I can see my most played songs and artist of the month also the yearly rap should be top 10 instead of top 5 there should also be most played album in the yearly Spotify rap and pls fix the widget is very poor,male,"Helsinki, Finland",2012-08-03,positive,neutral
6506,Good,male,"Montreal, Canada",2014-07-22,positive,neutral
6509,"1qzah,§I can't see",female,"Santiago, Chile",2016-01-21,positive,positive
6522,I give you a 4 out of 5 because of one sticking point having to pay for no ads I've learned to appreciate music from different genres like music from Argentina Ireland to India Punjabi Hindi to Zimbabwe Africa I have appreciation for all different music,male,"Buenos Aires, Argentina",2015-06-04,positive,negative
6536,Perfect app for Music and Podcast lovers,female,"Gold Coast, Australia",2016-03-09,positive,positive
6541,This app slaps,male,"Monterrey, Mexico",2014-11-11,positive,positive
6544,i love how I can just find my favorite music and ads are annoying but after one it's 30 minutes of free music,male,"Oslo, Norway",2011-11-21,positive,neutral
6549,remove the new create option and we good,male,"Mexico City, Mexico",2015-03-13,positive,negative
6550,nice play lists,female,"Melbourne, Australia",2016-06-26,positive,neutral
6553,Best place to download music 🎶 but music isn't free on this application,male,"Vancouver, Canada",2014-10-07,positive,positive
6564,I love it besides the adds.,female,"Rosario, Argentina",2015-12-20,positive,positive
6566,Good enough 😌,male,"Cape Town, South Africa",2013-10-26,positive,positive
6572,you are spot on. You need to be more on videos.,female,"Christchurch, New Zealand",2016-03-27,positive,neutral
6578,Good,female,"Montevideo, Uruguay",2015-10-03,positive,positive
6592,having a nice sound quality,male,"Budapest, Hungary",2012-05-31,positive,positive
6593,I love this app,male,"Seville, Spain",2011-10-31,positive,positive
6597,i like it.,male,"Tripoli, Libya",2013-10-19,positive,neutral
6601,Only advertisement annoy sometimes,female,"La Paz, Bolivia",2015-11-09,positive,neutral
6603,5 stars but only with premium because ong I love it—why remove a GOOD feature? I loved the ai enchance feature because it genuinely recommended fav songs but now it's gone like... bro,female,"Port Moresby, Papua New Guinea",2016-05-10,positive,positive
6613,It's really good to use when you want to listen to music. it has good playlists to choose from and you can make your own. I just find that I get too many ads in between a very small amount of songs. overall though it's pretty good.,male,"San Diego, United States",2014-11-29,positive,neutral
6620,good 👍,male,"Seattle, United States",2014-12-16,positive,positive
6633,The Spotify has best app for songs 😊 but the adds came too often here 😅even if I am listening a songs that time also..... I think if they adjust to remove the annoying adds in Spotify. But anyways it is best app for song. in my opinion..... I gave it four star... One star is cut just because of their annoying add,male,"Geneva, Switzerland",2012-09-05,positive,neutral
6635,it's a very good 👍 app.,male,"Lima, Peru",2015-07-26,positive,positive
6649,It's the best app for listening to all genres of music. The free version has a lot of advertisements and has few limitations. But still the fact that it can be played in the background is great. Also it has good audiobooks. The premium version is awesome and the songs collection is fabulous 🤩,male,"Glasgow, United Kingdom",2012-02-26,positive,positive
6660,Improve the free plan for users.,female,"Guayaquil, Ecuador",2016-02-07,positive,positive
6664,"It was nice,",male,"Santa Cruz, Bolivia",2015-05-02,positive,positive
6665,no advertisement,female,"Brisbane, Australia",2016-02-29,positive,negative
6666,Whatever happens still i won't buy subscription.Give 100s of ads still i will not purchase it.,male,"Mombasa, Kenya",2014-04-13,positive,negative
6672,Sana pwede din gawin minus one yung mga songs,male,"Zurich, Switzerland",2011-12-15,positive,positive
6675,its a good app,male,"Tel Aviv, Israel",2013-04-15,positive,positive
6678,please add more customize option for widget,male,"Rio de Janeiro, Brazil",2015-06-24,positive,neutral
6679,I love the app,male,"Dublin, Ireland",2012-05-07,positive,positive
6681,"i like it but please lessen the ads like what if someone is relapsing then the ads just pops in like please lessen it it kinda ruins my vibes somtimes, over all its a great app but its just the ads that ruins it, like it keeps making us buy premium when we are broke, and if you really want us ti get good listening experience then stop popping in ads about premium we dont want to buy it.",female,"Sydney, Australia",2016-06-30,positive,negative
6686,"Shuffle by genre, mood, recommended mix/shuffle by genre, or a random mix of shuffling genres for people wanting a surprise aside from smart shuffle would be great choices. And even adding checkboxes if you want a combination. With the improving AI that we have today, I think this would be possible and be a treat for some if not many to add as an option. Imagine music adjusting on the fly to your taste",male,"Brussels, Belgium",2012-04-02,positive,neutral
6710,no 1 music 🎶🎶🎵 plate form only lejend,male,"Algiers, Algeria",2010-12-05,positive,positive
6716,awesome,male,"Rio de Janeiro, Brazil",2012-05-27,positive,positive
6721,very good,male,"Rome, Italy",2009-09-30,positive,positive
6732,I LOVE Spotify :],male,"Cairo, Egypt",2010-09-06,positive,positive
6745,bestt,male,"Casablanca, Morocco",2010-11-25,positive,positive
6753,very nice 🙂,female,"Canberra, Australia",2013-07-06,positive,neutral
6757,very good 😊,female,"Santa Cruz, Bolivia",2012-11-25,positive,positive
6758,super good 👍 thank you Spotify. I'm listening while coding ♥️,male,"Austin, United States",2012-01-11,positive,positive
6760,An App called Spotify which musically says Hi And it magically invites you never ever to say Bye! Forever it is!Musically Ours. Spot T Five ! I sure spotted it just on time!!!Gets 7 stars ✨ Music is the High you get without going to Bars! 🥂 ❤❤💞💯👋✌️👋🤞🤟👌🤙🤝,male,"Tel Aviv, Israel",2010-06-22,positive,positive
6764,it has been wonderful but lyrics has to be added to the music 🎶 for easy understanding,male,"Geneva, Switzerland",2009-01-16,positive,positive
6779,"I love this app so much!!🫶 I use it all the time and have different playlists for all my moods or music types! The only thing is that if you don't have premium theirs many adds and you only have a certain amount of times you can skip songs, which can get annoying sometimes. I wish I had premium sm 😭🙏 but it's okay I'm fine without it🌷They have so many songs if your looking up a song trust me they will most likely have it! Then you can put it into your customized playlist or playlists!🌸😁",male,"Bangkok, Thailand",2009-12-13,positive,neutral
6789,brilliant playlists,male,"Birmingham, United Kingdom",2009-07-03,positive,positive
6792,I love the smart shuffle 😍,female,"Suva, Fiji",2013-10-05,positive,neutral
6796,have been using this app for 6 years 0 complaints prices are rising but you definitely get your money's worth! beets xm all day and twice on sundays,female,"Christchurch, New Zealand",2013-08-16,positive,positive
6797,good,male,"Athens, Greece",2008-12-29,positive,positive
6805,i love all the music,male,"Lagos, Nigeria",2010-10-11,positive,positive
6813,just amazing,female,"Queenstown, New Zealand",2013-05-07,positive,positive
6818,"good music, good podcasts. great listening no matter what you are looking for.",female,"São Paulo, Brazil",2013-02-04,positive,positive
6837,Fantastic playlist made everyday..,male,"Lyon, France",2008-12-15,positive,positive
6838,very useful to me,male,"Munich, Germany",2008-12-31,positive,positive
6852,dope,male,"Zurich, Switzerland",2008-12-28,positive,positive
6869,amazing,male,"Madrid, Spain",2008-12-01,positive,positive
6872,very good 👍,male,"Abu Dhabi, United Arab Emirates",2009-11-20,positive,positive
6881,excellent,male,"Cairo, Egypt",2011-06-12,positive,positive
6887,love it,male,"Addis Ababa, Ethiopia",2011-03-06,positive,positive
6895,🔥🔥🔥🔥,male,"Algiers, Algeria",2010-09-14,positive,positive
6900,Amazing app,male,"Valencia, Spain",2008-12-19,positive,positive
6903,se necesita la radio antigua. esa si era radio.,male,"San Diego, United States",2012-02-12,positive,negative
6905,splendid,female,"Montevideo, Uruguay",2012-11-18,positive,positive
6914,excelent app,male,"Seattle, United States",2011-09-02,positive,negative
6915,amazing,male,"Cali, Colombia",2012-06-22,positive,positive
6930,Spotify is great for doing things around the house,male,"Accra, Ghana",2010-09-14,positive,positive
6934,very good doesn't give me any problems,male,"Chicago, United States",2012-03-24,positive,positive
6935,"Amazing,yes amazing!!",male,"Mumbai, India",2009-11-22,positive,positive
6937,I've found songs on here i didn't think was possible..,male,"Shanghai, China",2010-08-17,positive,negative
6966,plz add khandeshi songs,male,"Paris, France",2009-01-21,positive,neutral
6971,super 👏😌,male,"Houston, United States",2012-01-30,positive,positive
6977,Spotify is a excellent app,male,"Santiago, Chile",2012-05-27,positive,positive
6979,The best,male,"Karachi, Pakistan",2010-07-06,positive,positive
6985,"Best music platform, easy to access with lots of music to be heard 💯😤",male,"Alexandria, Egypt",2010-11-23,positive,positive
6989,amazing app,male,"Stockholm, Sweden",2009-09-07,positive,positive
6994,"simply, best 💯 would recommend for this with my eyes closed",male,"Brasília, Brazil",2012-04-28,positive,positive
6997,Just awesome 👌,male,"Doha, Qatar",2010-08-04,positive,positive
6999,good,female,"Santa Cruz, Bolivia",2012-10-14,positive,positive
7005,good,male,"Seville, Spain",2009-01-23,positive,positive
7006,"Love it, go premium get best experience",male,"Pretoria, South Africa",2010-10-12,positive,positive
7007,Great music app,male,"Tokyo, Japan",2010-02-20,positive,positive
7013,it good but this app doesn't add my institution federal polytechnic offa,male,"Mombasa, Kenya",2011-03-25,positive,positive
7017,love it,male,"Tel Aviv, Israel",2010-04-23,positive,positive
7023,amazing 👏,male,"Birmingham, United Kingdom",2009-06-18,positive,positive
7030,I have no words Still app is the best,male,"Jacksonville, United States",2012-04-09,positive,positive
7031,nice,male,"Kathmandu, Nepal",2010-07-03,positive,positive
7034,"very useful, beautiful app. recommend to everyone",female,"Suva, Fiji",2013-03-15,positive,positive
7047,I recommend this app it's so good👌..any artist u like u will get it here,male,"Kumasi, Ghana",2011-04-20,positive,positive
7061,nice,male,"Cancun, Mexico",2012-03-31,positive,positive
7064,Love music and this app,male,"Accra, Ghana",2011-03-17,positive,positive
7067,cool,male,"Dubai, United Arab Emirates",2010-06-07,positive,positive
7073,very much good,male,"Krakow, Poland",2009-05-01,positive,neutral
7078,very nice app hai,female,"Port Moresby, Papua New Guinea",2013-04-26,positive,positive
7079,ads are irritating,male,"Kumasi, Ghana",2011-03-13,positive,negative
7081,ads chod ke sab mst hai,male,"Guayaquil, Ecuador",2012-08-13,positive,negative
7086,great music experience,male,"Mumbai, India",2010-02-01,positive,positive
7088,it's just though but the advert are too much for us who don't do premium,male,"Toronto, Canada",2011-10-08,positive,neutral
7123,best,male,"Stockholm, Sweden",2009-01-26,positive,positive
7137,Excellent,male,"Prague, Czech Republic",2009-05-10,positive,positive
7139,nice,male,"Frankfurt, Germany",2008-10-23,positive,positive
7143,is wonderful 👍🏻,male,"Nairobi, Kenya",2010-09-29,positive,positive
7152,literally the best music service there is... only needs to lower some advertisement,male,"Abuja, Nigeria",2011-01-12,positive,positive
7163,Best app,male,"Tripoli, Libya",2011-05-15,positive,positive
7170,it's is good for listening songs and download,male,"Prague, Czech Republic",2009-08-05,positive,positive
7185,top awesome,male,"Johannesburg, South Africa",2011-05-29,positive,positive
7191,my daily music player. sound quality is way better than any other music apps!!💚,male,"Copenhagen, Denmark",2009-06-03,positive,positive
7193,good,male,"Barcelona, Spain",2009-06-06,positive,positive
7197,best music experiencet it's a ocean.,male,"Abuja, Nigeria",2010-09-16,positive,positive
7199,This aap is best for songs and podcast 😊,female,"Nadi, Fiji",2013-08-30,positive,positive
7201,this app has been wonderful ever since like 2022 this app will never the only thing I don't like the adds thats all,male,"Toronto, Canada",2012-03-28,positive,positive
7202,Soo good 👍,male,"Riyadh, Saudi Arabia",2010-02-23,positive,positive
7212,it's good,female,"Suva, Fiji",2013-02-25,positive,neutral
7215,Love me some Spotify.,female,"Bogotá, Colombia",2013-01-31,positive,positive
7221,"Great platform! Everytime it delivers on usage interface, excellent sound quality and exceptional on new and existing track search.",male,"Santa Cruz, Bolivia",2012-07-29,positive,positive
7222,very useful to gather knowledges which is equivalent to reading books,male,"Houston, United States",2011-11-14,positive,positive
7227,love listening to music and love this app,male,"La Paz, Bolivia",2012-05-29,positive,positive
7230,I like this updated version thank you but it says to update again I don't wanna update it again. it's much better works faster,male,"Singapore, Singapore",2009-11-22,positive,neutral
7240,nice one,male,"Hamburg, Germany",2008-10-15,positive,positive
7247,all I need is here 🖤😈 thank you Spotify 💚,male,"Tripoli, Libya",2010-11-16,positive,positive
7261,I really like to be able to listen to audiobooks!,female,"Auckland, New Zealand",2013-04-04,positive,positive
7263,It does exactly what I need to do in ways that's usually better than what I expected,male,"Jerusalem, Israel",2009-11-15,positive,neutral
7269,Functional,female,"Perth, Australia",2013-08-24,positive,negative
7272,very good 👍,male,"Arequipa, Peru",2012-05-27,positive,neutral
7281,Best of the bedt,male,"Lusaka, Zambia",2010-10-06,positive,positive
7286,nice and magical,male,"Amsterdam, Netherlands",2009-08-14,positive,positive
7298,Es la mejor,male,"Jerusalem, Israel",2010-08-26,positive,positive
7299,👍,male,"Johannesburg, South Africa",2011-05-13,positive,negative
7302,Great app,male,"Quito, Ecuador",2012-07-07,positive,positive
7305,it is good,female,"Canberra, Australia",2013-10-31,positive,neutral
7311,mujhe bahut pasand hai yeh app thoda bahut ad aate hain par gane SAB 1 number ke hote Hain,male,"Durban, South Africa",2011-06-21,positive,negative
7317,So sweet,male,"Asunción, Paraguay",2012-07-23,positive,negative
7333,I like it,male,"Brussels, Belgium",2009-01-26,positive,neutral
7349,Awesome just too good,male,"Santiago, Chile",2012-05-24,positive,positive
7350,best streaming service with loads of songs,female,"Christchurch, New Zealand",2013-08-02,positive,positive
7352,good 👍,male,"Dar es Salaam, Tanzania",2011-06-07,positive,positive
7369,gives all the best taste and recommendations I need,male,"Lagos, Nigeria",2010-10-05,positive,positive
7378,Awesome,male,"Algiers, Algeria",2011-01-05,positive,positive
7385,This app have everysong that is papular and it famous,male,"Riyadh, Saudi Arabia",2010-02-09,positive,positive
7389,"So far, this app has been very good as the ""Pan●°€a"" app i had before was never functioning properly. I instantly was impressed by how well Spotify works when I have no cell service. Which is a priority for me as I work in a lot of NO Coverage zones. Spotify never skipped a beat and kept on playing! Thank you for having an app that I can trust to work.",male,"Kathmandu, Nepal",2009-11-19,positive,positive
7392,v.gooooood,male,"Calgary, Canada",2011-10-28,positive,positive
7399,Excellent,female,"Adelaide, Australia",2013-09-15,positive,positive
7400,There are a lot of great playlists already out there!,male,"Bogotá, Colombia",2012-06-05,positive,positive
7408,good,male,"Shanghai, China",2009-11-16,positive,positive
7415,one of the best music app,male,"Ho Chi Minh City, Vietnam",2010-01-23,positive,positive
7421,this app is good I rate it 5 of 5,female,"Sydney, Australia",2013-06-25,positive,neutral
7426,Spotify IS basically my best friend since I'm using it ❤️❤️❤️,male,"Glasgow, United Kingdom",2009-10-09,positive,positive
7427,My favorite app,male,"San Francisco, United States",2012-03-29,positive,positive
7428,best of its kind,male,"Buenos Aires, Argentina",2012-06-26,positive,positive
7441,i just love it.,male,"Dubai, United Arab Emirates",2010-01-26,positive,positive
7443,"Without any errors except for the ads, if their number was reduced a little it would be better",male,"Windhoek, Namibia",2010-12-15,positive,neutral
7449,Excellent Music app all over the world.,male,"Manila, Philippines",2009-11-05,positive,positive
7454,New version error when playing on google auto please fixing it,female,"Brasília, Brazil",2012-11-23,positive,neutral
7455,the quran i was listening to opened my heart now i do my prayers and read lots of quran,female,"Melbourne, Australia",2013-03-14,positive,positive
7456,very good app,female,"Canberra, Australia",2013-10-29,positive,neutral
7459,Nice to have no commercials while driving. Driving is stressful enough in this day and age.,male,"Osaka, Japan",2010-04-19,positive,neutral
7462,can't have a day without spotify🙏🏻,female,"Adelaide, Australia",2013-04-03,positive,positive
7467,excellent library of songs,male,"Alexandria, Egypt",2011-04-05,positive,positive
7478,good and excellent,female,"São Paulo, Brazil",2012-09-27,positive,positive
7485,amazing,male,"Los Angeles, United States",2012-01-07,positive,positive
7487,Op app,male,"Casablanca, Morocco",2011-01-28,positive,positive
7488,good music sounds,male,"Pretoria, South Africa",2010-12-16,positive,positive
7489,I liked!!!!,male,"Tijuana, Mexico",2011-11-23,positive,neutral
7490,luv it!,male,"Copenhagen, Denmark",2009-02-10,positive,neutral
7495,Very responsive,male,"Glasgow, United Kingdom",2009-10-16,positive,positive
7496,it is good but they can remove ads with out paying because some people are poor sorry to say 😐🙁☹️,male,"Addis Ababa, Ethiopia",2011-04-06,positive,negative
7500,Ok good😉😉😉😉 🤗🤗🤗🤗 😚 🤣😃😎😍😄,female,"Córdoba, Argentina",2013-02-03,positive,positive
7502,Always turn to this app for music therapy.,male,"Kampala, Uganda",2011-05-19,positive,positive
7509,The absolutel best app,male,"Austin, United States",2011-07-25,positive,positive
7518,i like the app,female,"Suva, Fiji",2013-04-06,positive,negative
7521,"LOVE THIS, PLAYING ANY SONG I REQUEST ! turn on equalizer please",male,"Philadelphia, United States",2011-07-08,positive,positive
7541,♥️,female,"Valparaíso, Chile",2013-01-11,positive,positive
7546,Awesome 👌,male,"Munich, Germany",2009-03-11,positive,positive
7554,nice 👍,male,"Lusaka, Zambia",2010-09-18,positive,positive
7558,Amazing app to enjoy all your favorite songs and podcasts,male,"Rabat, Morocco",2010-11-05,positive,positive
7568,I Love to play music everyday All of time,male,"Los Angeles, United States",2012-02-09,positive,positive
7571,it's fire I guess,male,"Amsterdam, Netherlands",2009-09-17,positive,positive
7582,spotify has the most music and recommends really great playlists. Love it!,male,"Busan, South Korea",2009-12-30,positive,positive
7587,music is the best,female,"Quito, Ecuador",2012-08-31,positive,positive
7590,peak 🔥,male,"Taipei, Taiwan",2009-11-23,positive,positive
7607,Its a so good app so useful,female,"Perth, Australia",2013-03-01,positive,positive
7630,op music sound,male,"Lusaka, Zambia",2010-10-26,positive,positive
7631,am just enjoying the good and quality sounds from it😊😊,male,"Lahore, Pakistan",2009-11-21,positive,positive
7633,amazing customer support,female,"Brisbane, Australia",2013-07-15,positive,positive
7636,good,male,"Brasília, Brazil",2012-06-07,positive,neutral
7644,❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,male,"San Antonio, United States",2012-02-24,positive,neutral
7653,this is a very amazing 🤩 app for me 😺 because this app is listening songs 🎧 and podcast very very good and great 👍 app 💯 for listen music 🎶🎵 and podcast 👍 I rate this app 100/100,male,"Helsinki, Finland",2009-03-12,positive,positive
7675,"best experience for music, they provide lyrics and everything 5/5 stars!!",male,"Madrid, Spain",2009-02-01,positive,positive
7677,Very good apps for play songs... Really like it. Tq,male,"Durban, South Africa",2010-12-05,positive,positive
7680,Woah!!! 💯💯💯,male,"Pretoria, South Africa",2011-03-03,positive,neutral
7684,OMG I love sabrina carpenter,male,"Brasília, Brazil",2012-04-27,positive,positive
7693,Saves me the trouble of downloading music ive been using it since it was released.,female,"Caracas, Venezuela",2012-11-30,positive,positive
7700,"5 years, still fantastic and my favorite music app",male,"Jacksonville, United States",2011-10-29,positive,positive
7701,it is handy and,male,"Kathmandu, Nepal",2010-01-23,positive,positive
7704,Quality of music is great!!,male,"Stockholm, Sweden",2009-05-06,positive,positive
7706,wao.... excellent apps,female,"Melbourne, Australia",2013-03-28,positive,positive
7710,i love this i can sing godzilla now,male,"Kuala Lumpur, Malaysia",2010-05-04,positive,positive
7711,best app ever to play your favourite music 😍,male,"Valencia, Spain",2009-06-06,positive,positive
7716,ok,male,"Mombasa, Kenya",2010-12-27,positive,positive
7720,it is an amazing music app,male,"Copenhagen, Denmark",2009-03-31,positive,positive
7729,All is good 🙏,female,"Wellington, New Zealand",2013-11-06,positive,positive
7733,BEST APP EVER .,female,"Brisbane, Australia",2013-02-12,positive,positive
7742,outstanding work i love it app nicely 👍 favorites thanks for your support,male,"Copenhagen, Denmark",2008-10-25,positive,positive
7762,"I love it! works as needed (although I wouldn't mind some options for shuffle - I listening to the same ""shuffle order"" for the last year).",female,"Sydney, Australia",2013-03-24,positive,neutral
7771,Amazing and marvelous. so much things to explore,male,"Addis Ababa, Ethiopia",2011-04-11,positive,positive
